School,卡片類型,卡片編號,卡片名稱,時機點,稀有度,位置,發球,攔網,接球,托球,攻擊,完整技能,注釋
白鳥沢,CHARACTER,HV-P02-054,川西 太一,-,N,MB,2,3,3,0,3,,
白鳥沢,CHARACTER,HV-P02-055,瀬見 英太,-,N,S,4,2,1,2,0,,
白鳥沢,CHARACTER,HV-PR-028,白布 賢二郎,"登場, 舉球",N,S,1,1,1,1,2,你可以支付 2 Guts 來使用此卡。棄掉對手事件區至多一張卡牌，並且在對手的下一個回合中，每當對手的接收角色出現時，該角色的接收點數減少 2 點。,
伊達工業,CHARACTER,HV-P01-054,青根 高伸,,"N, NP",MB,1,2,1,0,3,,
伊達工業,CHARACTER,HV-P02-036,青根 高伸,"登場, 攔網","頂, 頂P",MB,1,2,1,0,3,自己攔網區的有3名伊達工業角色時，支付 2 Guts 發動。該回合中，攔網成功時，獲得 Block Kill 7。,
伊達工業,CHARACTER,HV-P02-037,青根 高伸,"登場, 攔網",S,MB,2,2,2,0,2,此角色從手牌作為側攔網登場時，此角色放置到牌庫底發動以下效果。自己棄牌區1名「青根 高伸」登場側攔網，該角色攔網值為3。,
伊達工業,CHARACTER,HV-P01-055,二口 堅治,,"NP, N",WS,5,3,0,0,3,,
伊達工業,CHARACTER,HV-P02-038,二口 堅治,"登場, 攔網","頂, 頂P",WS,1,2,4,0,0,本回合中，攔網成功時，獲得 Block Kill 4，此角色為側攔網時，下一個對手回合中，對手接球角色登場，該角色接球值-1。,
伊達工業,CHARACTER,HV-P02-039,二口 堅治,"登場, 攻擊",S,WS,1,3,2,0,1,自己托球角色是伊達工業、位置是S時，下個對手回合中，對手攔網的防禦總值少於6或以下時，對手攔網失敗。,
伊達工業,CHARACTER,HV-PR-027,二口 堅治,"發球, 攔網, 攻擊",P,WS,2,2,0,0,3,在對手的下一個回合中，每當以對手抽牌以外的任何方式將卡牌加入手牌時，丟棄對手牌庫頂的3張牌。,
伊達工業,CHARACTER,HV-P01-055,二口 堅治,,"N, NP",WS,5,3,0,0,3,,
伊達工業,CHARACTER,HV-P02-040,黄金川 貫至,,"R, RP",S,2,3,2,1,1,,
伊達工業,CHARACTER,HV-P02-041,作並 浩輔,"攔網, 手牌",N,Li,-,-,5,0,0,(從手牌將此卡放置到棄牌區): 自己牌庫頂3張放置到棄牌區，如3張都是伊達工業的話，自己棄牌區1名沒有效果的伊達工業角色以側攔網登場。,
伊達工業,CHARACTER,HV-P02-042,鎌先 靖志,"登場, 攔網",N,MB,1,3,0,0,2,對手Event區中托球或攻擊卡合計4張或以上時，此角色攔網值+5。,
伊達工業,CHARACTER,HV-P02-043,茂庭 要,,N,S,2,3,1,2,0,,
伊達工業,CHARACTER,HV-P02-044,笹谷 武仁,,N,WS,2,3,3,0,3,,
伊達工業,CHARACTER,HV-P02-045,小原 豊,,N,WS,1,3,5,0,0,,常波,CHARACTER,HV-P01-053,池尻 隼人,-,N,WS,1,2,5,0,2,-,
白鳥沢,CHARACTER,HV-P01-057,天童 覚,-,N,MB,1,3,0,0,2,"[=登場][=ブロックエリア]
次の相手のターン中、相手がカードを引く以外の方法でカードを手札に加えるたび、自分はカード1枚を引く。",
白鳥沢,CHARACTER,HV-P01-058,五色 工,-,N,WS,5,2,2,0,3,-,
扇南,CHARACTER,HV-P01-059,十和田 良樹,-,N,WS,3,1,5,0,2,-,
角川,CHARACTER,HV-P01-060,百沢 雄大,-,N,WS,1,3,1,0,2,"[=登場][=ブロックエリア]
相手のオフェンスポイントが4以上の場合に使える。[=ワンタッチ(2)]する。",
条善寺,CHARACTER,HV-P01-061,照島 遊児,-,N,WS,2,2,1,1,3,-,
和久谷南,CHARACTER,HV-P01-062,中島 猛,-,N,WS,1,2,5,0,2,-,
鴎台,CHARACTER,HV-P01-066,星海 光来,-,S,WS,3,2,1,0,2,"[=登場][=アタックエリア]
自分のキャラすべてが鴎台か、自分の別々の所属のキャラが4人以上いる場合、3ガッツ払えば使える。このキャラのアタックポイントに+3する。さらに、相手のイベントエリアからカード2枚までをドロップし、そのエリアにあるカードが2枚以下の場合、さらにアタックポイントに+1する。",
鴎台,CHARACTER,HV-P01-067,昼神 幸郎,-,R,MB,5,3,2,0,2,-,
井闥山,CHARACTER,HV-P01-068,佐久早 聖臣,-,S,WS,4,0,3,0,2,"[=登場][=アタックエリア]
自分の手札が3枚以下で、自分の別々の所属のキャラが4人以上いる場合に使える。このキャラのアタックポイントに+2し、[=ブロックアウト(2)]する。",
椿原,CHARACTER,HV-P01-069,越後 栄,-,N,S,1,2,3,2,1,-,
早流川工業,CHARACTER,HV-P01-070,白峰 周,-,N,S,2,0,4,2,1,-,
戸美,CHARACTER,HV-P01-071,大将 優,-,R,WS,1,1,5,0,3,-,
烏野,CHARACTER,HV-P02-001,日向 翔陽,-,S,MB,2,2,0,0,3,"[=登場][=レシーブエリア]
お互いのセットカードが合計1枚以下の場合、3ガッツ払えば使える。このキャラのレシーブポイントに+6し、自分のドロップエリアから烏野のキャラカード1枚までを手札に加える。",
烏野,CHARACTER,HV-P02-002,影山 飛雄,-,S,S,4,1,0,1,0,"[=登場][=トスエリア]
自分の手札からカード1枚をドロップし、2ガッツ払えば使える。このキャラのトスポイントに+2し、自分のドロップエリアから「田中 龍之介」1枚を手札に加える。",
烏野,CHARACTER,HV-P02-004,山口 忠,-,頂,MB,2,3,0,0,2,"[=登場][=サーブエリア]
このキャラが烏野のキャラの上に登場していた場合、相手は手札からイベントカード1枚をイベントエリアに置いてもよい。そうしなかった場合、次の相手のターン中、相手がカードを手札に加えるたび、自分はカード1枚を引く。",
烏野,CHARACTER,HV-P02-005,西谷 夕,-,S,Li,-,-,5,0,0,"[=登場][=レシーブエリア]
このキャラが「助けてもらう!!!」のスキルで登場していた場合、2ガッツ払えば使える。このキャラのレシーブポイントに+2し、自分のドロップエリアから「木下 久志」1枚までを手札に加える。",
烏野,CHARACTER,HV-P02-006,西谷 夕,-,R,Li,-,-,4,0,0,"[=登場][=レシーブエリア]
相手のイベントエリアにある[=サーブ]でプレイできるカードが3枚以上の場合、カード1枚を引き、このキャラのレシーブポイントに+3する。",
烏野,CHARACTER,HV-P02-007,田中 龍之介,-,S,WS,3,2,2,0,1,自分の「超インナークロス!!!」がプレイされた時、このキャラがアタックキャラの場合、3ガッツ払えば使える。このキャラのアタックポイントに+4し、次の相手のターン中、相手のレシーブキャラが登場するたび、そのキャラのレシーブポイントに－2する。,
烏野,CHARACTER,HV-P02-008,田中 龍之介,-,N,WS,4,1,4,0,3,-,
烏野,CHARACTER,HV-P02-009,縁下 力,-,N,WS,2,2,4,0,3,-,
烏野,CHARACTER,HV-P02-010,木下 久志,-,N,WS,4,0,1,0,3,自分のレシーブエリアに「西谷 夕」が登場した時、このキャラがサーブキャラの場合、このキャラをドロップすれば使える。自分のキャラの「西谷 夕」1人のレシーブポイントに+1する。,
烏野,CHARACTER,HV-P02-011,成田 一仁,-,N,MB,0,2,0,0,0,"[=ブロックフェイズ][=レシーブフェイズ][=手札]
〔手札からこのカードをドロップする〕:自分の烏野のキャラ1人のパラメータ1つに+1する。",
烏野,CHARACTER,HV-P02-012,澤村 大地,-,N,WS,1,0,5,0,0,"[=登場][=レシーブエリア]
お互いのセットカードが合計1枚以下の場合、3ガッツ払えば使える。このキャラのレシーブポイントに+3する。",
烏野,CHARACTER,HV-P02-013,菅原 孝支,-,R,S,3,2,2,2,0,-,
烏野,CHARACTER,HV-P02-014,東峰 旭,-,N,WS,4,0,0,0,3,"[=登場][=サーブエリア]
自分のイベントエリアにある烏野のイベントカードが4枚以上の場合、このキャラのサーブポイントに+2し、6枚以上の場合、さらにサーブポイントに+1する。",
音駒,CHARACTER,HV-P02-060,孤爪 研磨,-,R,S,1,1,1,1,2,自分の手札から元々のアタックポイントが3のアタックキャラが登場した時、このキャラがトスキャラの場合、自分のデッキの上から1枚をドロップすれば使える。このキャラのトスポイントに+1し、自分のアタックエリアのガッツ1枚をアタックエリアに登場させる。,
音駒,CHARACTER,HV-P02-061,黒尾 鉄朗,-,R,MB,1,0,3,0,3,"[=登場][=レシーブエリア]
2ガッツ払えば使える。このキャラのレシーブポイントに+3し、相手のアタックキャラの元々のアタックポイントが0の場合、さらにレシーブポイントに+3する。",
音駒,CHARACTER,HV-P02-062,夜久 衛輔,-,N,Li,-,-,5,0,0,"[=登場][=レシーブエリア]
2ガッツ払えば使える。自分のデッキの上から2枚を見て、その中の音駒のキャラカード1枚までを公開し、そのカードを手札に加える。加えなかったカードを好きな順番でデッキの下に置く。",
音駒,CHARACTER,HV-P02-063,灰羽 リエーフ,-,N,MB,2,2,4,0,3,-,
梟谷,CHARACTER,HV-P02-064,木兎 光太郎,-,S,WS,5,3,6,0,4,"[=登場][=コート]
自分の手札からカード2枚をドロップしてもよい。そうしなかった場合、このキャラのパラメータすべてを0にする。",
梟谷,CHARACTER,HV-P02-065,木兎 光太郎,-,N,WS,2,2,4,0,3,-,
梟谷,CHARACTER,HV-P02-066,赤葦 京治,-,S,S,2,1,1,1,1,"[=登場][=トスエリア]
自分のデッキの上から3枚ドロップし、2ガッツ払えば使える。このキャラのトスポイントに+2し、このターン中、自分のキャラの「木兎 光太郎」のスキルを無効にする。",
梟谷,CHARACTER,HV-P02-067,赤葦 京治,-,R,S,3,0,1,1,1,"[=登場][=トスエリア]
自分のデッキの上から1枚までをドロップし、そのカードが梟谷のキャラカードの場合、自分の手札からカード1枚をドロップすれば使える。[=ツーアタック(3)]する。",
鴎台,CHARACTER,HV-P02-068,星海 光来,-,N,WS,3,2,0,1,3,-,
井闥山,CHARACTER,HV-P02-069,佐久早 聖臣,-,N,WS,5,0,4,0,3,-,
井闥山,CHARACTER,HV-P02-070,古森 元也,-,N,Li,-,-,5,0,0,"[=登場][=レシーブエリア]
4ガッツ払えば使える。カード2枚を引き、自分の手札からカード1枚をデッキの上か下に置き、このキャラのレシーブポイントに+3する。",
椿原,CHARACTER,HV-P02-071,丸山 一喜,-,N,WS,1,0,3,0,0,"[=登場][=レシーブエリア]
2ガッツ払えば使える。カード1枚を引き、このキャラのレシーブポイントに+2する。",
早流川工業,CHARACTER,HV-P02-072,金沢 伊織,-,N,WS,2,2,4,0,3,-,
戸美,CHARACTER,HV-P02-073,大将 優,-,R,WS,4,1,3,0,1,"[=登場][=アタックエリア]
3ガッツ払えば使える。このキャラのアタックポイントに+4し、自分のイベントエリアから戸美のカード1枚までを手札に加える。加えた場合、自分の手札からカード1枚をドロップする。",
戸美,CHARACTER,HV-P02-074,沼井 和馬,-,N,WS,4,1,0,0,3,"[=登場][=サーブエリア]
1ガッツ払えば使える。払ったカードが戸美の場合、このキャラのサーブポイントに+2し、次の相手のターン中、相手のSのトスキャラが登場するたび、そのキャラのトスポイントに－1する。",
戸美,CHARACTER,HV-P02-075,潜 尚保,-,N,WS,4,1,4,0,3,-,
新山女子,CHARACTER,HV-P02-076,天内 叶歌,-,N,WS,1,0,0,1,3,"[=登場][=アタックエリア]
このキャラがキャラの「田中 龍之介」の上に登場していた場合、4ガッツ払えば使える。このキャラのアタックポイントに+2する。",
烏野,CHARACTER,HV-P02-078,澤村・黒尾,-,R,WS/MB,0,1,5,0,0,このカードを登場させる際、このカードのカード名を「澤村・黒尾」の代わりに「澤村 大地」か「黒尾 鉄朗」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
烏野,CHARACTER,HV-PR-010,日向 翔陽,-,P,MB,2,3,4,0,2,-,
音駒,CHARACTER,HV-PR-011,孤爪 研磨,-,P,S,1,2,3,2,1,-,
烏野,CHARACTER,HV-PR-012,日向・影山,-,P,MB/S,1,2,0,1,1,このカードを登場させる際、このカードのカード名を「日向・影山」の代わりに「日向 翔陽」か「影山 飛雄」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
音駒,CHARACTER,HV-PR-014,孤爪・黒尾,-,P,S/MB,1,2,1,1,0,このカードを登場させる際、このカードのカード名を「孤爪・黒尾」の代わりに「孤爪 研磨」か「黒尾 鉄朗」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
烏野,CHARACTER,HV-PR-016,月島・山口,-,P,MB,4,3,0,0,0,このカードを登場させる際、このカードのカード名を「月島・山口」の代わりに「月島 蛍」か「山口 忠」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
青葉城西,CHARACTER,HV-PR-017,金田一・国見,-,P,MB/WS,2,2,0,0,3,このカードを登場させる際、このカードのカード名を「金田一・国見」の代わりに「金田一 勇太郎」か「国見 英」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
白鳥沢,CHARACTER,HV-PR-018,牛島・五色,-,P,WS,5,0,0,0,3,このカードを登場させる際、このカードのカード名を「牛島・五色」の代わりに「牛島 若利」か「五色 工」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
烏野,CHARACTER,HV-PR-019,日向 翔陽,-,P,MB,2,2,4,0,3,-,
音駒,CHARACTER,HV-PR-020,孤爪 研磨,-,P,S,3,0,4,2,0,-,
梟谷,CHARACTER,HV-PR-021,木兎 光太郎,-,P,WS,2,2,4,0,3,-,
烏野,CHARACTER,HV-PR-022,澤村 大地,-,P,WS,1,0,5,0,0,"[=登場][=レシーブエリア]
相手のサーブかアタックのオフェンスポイントが2以下の場合、以下の2つを使える。
 ▶[=Aパス(1)]する。
 ▶1ガッツ払えば使える。カード1枚を引く。",
音駒,CHARACTER,HV-PR-023,芝山 優生,-,P,Li,-,-,5,0,0,自分のアタックエリアに「灰羽 リエーフ」が登場した時、このキャラがレシーブキャラの場合、2ガッツ払えば使える。そのキャラのアタックポイントに+1する。,
梟谷,CHARACTER,HV-PR-026,猿杙 大和,-,P,WS,1,1,3,0,3,"[=登場][=レシーブエリア]
4ガッツ払えば使える。このキャラのレシーブポイントに+4する。",
烏野,CHARACTER,HV-PR-032,影山 飛雄,-,P,S,4,1,2,2,1,-,
烏野,CHARACTER,HV-PR-033,西谷 夕,-,P,Li,-,-,6,0,0,-,
稲荷崎,CHARACTER,HV-PR-036,宮兄弟,-,P,S/WS,3,1,0,1,1,このカードを登場させる際、このカードのカード名を「宮兄弟」の代わりに「宮 侑」か「宮 治」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
烏野,CHARACTER,HV-PR-037,ヒナガラス,-,P,マスコット,1,1,1,1,1,"[=登場][=アタックエリア]
 自分の手札からカード1枚をドロップし、『巣立て ヒナガラス』と言えば使える。このキャラのアタックポイントに+3する。",
烏野,CHARACTER,HV-PR-038,西谷・東峰,-,P,Li/WS,-,-,5,0,3,このカードを登場させる際、このカードのカード名を「西谷・東峰」の代わりに「西谷 夕」か「東峰 旭」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
伊達工業,CHARACTER,HV-PR-039,青根・二口,-,P,MB/WS,2,3,1,0,1,このカードを登場させる際、このカードのカード名を「青根・二口」の代わりに「青根 高伸」か「二口 堅治」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
稲荷崎,CHARACTER,HV-PR-040,宮兄弟,-,P,S/WS,1,1,1,1,2,このカードを登場させる際、このカードのカード名を「宮兄弟」の代わりに「宮 侑」か「宮 治」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
烏野,CHARACTER,HV-PR-041,影山・菅原,-,P,S,3,0,0,1,2,このカードを登場させる際、このカードのカード名を「影山・菅原」の代わりに「影山 飛雄」か「菅原 孝支」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
白鳥沢,CHARACTER,HV-PR-042,白布・瀬見,-,P,S,4,0,0,1,1,このカードを登場させる際、このカードのカード名を「白布・瀬見」の代わりに「白布 賢二郎」か「瀬見 英太」にする。（このカードを登場させる際に選んだカード名は、そのターン終了時まで有効。このカードはコートのキャラの数を数える際、1人として扱う）,
烏野,CHARACTER,HV-PR-043,影山 飛雄,-,P,S,3,3,0,2,0,-,
音駒,CHARACTER,HV-PR-044,犬岡 走,-,P,WS,1,1,4,0,2,"[=登場][=ブロックエリア][=レシーブエリア]
 自分の手札から音駒のイベントカード1枚をイベントエリアに置けば使える。カード1枚を引き、このキャラのパラメータ1つに+3する。",
伊達工業,CHARACTER,HV-PR-045,茂庭 要,-,P,S,0,2,0,1,0,"[=ブロックフェイズ][=手札]
 〔手札からこのカードをドロップする〕:自分のデッキの上から2枚をドロップし、それらのカードすべてが伊達工業の場合、自分の伊達工業のキャラ1人のブロックポイントに+2する。",
白鳥沢,CHARACTER,HV-PR-046,天童 覚,-,P,MB,0,2,2,0,3,"[=登場][=ブロックエリア]
 自分の手札から白鳥沢のカード1枚をドロップすれば使える。このキャラのブロックポイントに+3し、相手の手札が2枚以下の場合、さらにブロックポイントに+2する。",
梟谷,CHARACTER,HV-PR-047,小見 春樹,-,P,Li,-,-,5,0,0,"[=登場][=レシーブエリア]
 自分の手札からカード1枚をドロップすれば使える。このキャラのレシーブポイントに+2する。",
稲荷崎,CHARACTER,HV-PR-048,宮 治,-,P,WS,3,0,0,1,2,"[=登場][=アタックエリア]
 2ガッツ払えば使える。自分のドロップエリアにあるカード名の異なる稲荷崎のキャラカードが合計6種類以上の場合、このキャラのアタックポイントに+3する。",
稲荷崎,CHARACTER,HV-PR-049,尾白 アラン,-,P,WS,2,0,3,0,3,"[=登場][=レシーブエリア]
 2ガッツ払えば使える。このキャラのレシーブポイントに+3し、相手のサーブのオフェンスポイントが2以下の場合、自分のドロップエリアから稲荷崎のキャラカード1枚までを手札に加える。",
烏野,CHARACTER,HVBP-001,日向 翔陽,-,P,MB,1,1,1,0,2,"[=登場][=アタックエリア]
手札1枚をドロップエリアに置けば使える。このキャラのアタックポイントに+2する。",
烏野,CHARACTER,HVBP-002,日向 翔陽,-,P,MB,1,1,1,0,2,"[=登場][=アタックエリア]
手札1枚をドロップエリアに置けば使える。このキャラのアタックポイントに+2する。",
烏野,CHARACTER,HVBP-003,影山 飛雄,-,P,S,3,1,1,1,2,"[=登場][=トスエリア]
2ガッツ払えば使える。カード1枚を引く。",
烏野,CHARACTER,HVBP-004,影山 飛雄,-,P,S,3,1,1,1,2,"[=登場][=トスエリア]
2ガッツ払えば使える。カード1枚を引く。",
烏野,CHARACTER,HVBP-005,月島 蛍,-,P,MB,1,3,1,0,2,-,
烏野,CHARACTER,HVBP-006,山口 忠,-,P,MB,4,1,2,0,2,-,
烏野,CHARACTER,HVBP-007,西谷 夕,-,P,Li,-,-,5,0,0,-,
烏野,CHARACTER,HVBP-008,田中 龍之介,-,P,WS,2,2,2,0,3,-,
烏野,CHARACTER,HVBP-009,縁下 力,-,P,WS,2,1,3,0,2,"[=登場][=レシーブエリア][=アタックエリア]
2ガッツ払えば使える。このキャラのレシーブポイントかアタックポイントに+1する。",
烏野,CHARACTER,HVBP-010,澤村 大地,-,P,WS,2,1,4,0,2,-,
烏野,CHARACTER,HVBP-011,菅原 孝支,-,P,S,2,1,3,1,2,-,
烏野,CHARACTER,HVBP-012,東峰 旭,-,P,WS,3,1,3,0,3,-,
常波,CHARACTER,HV-P01-053,池尻 隼人,-,N,WS,1,2,5,0,2,-,
